bin.chrom	bin.start.chrompos	bin.start.abspos	bin.end.chrompos	bin.length	mappable.positions	gc.content
chr1	53155381	53155381	53707607	552226	1259	0.44468669587
chr1	53707607	53707607	54252527	544920	1259	0.493003572995
chr1	54252527	54252527	54787430	534903	1259	0.460501323602
chr1	54787430	54787430	55317234	529804	1259	0.491797925652
chr1	55317234	55317234	55870607	553373	1259	0.436630560886
chr1	55870607	55870607	56423339	552732	1259	0.404819325063
chr1	56423339	56423339	56962784	539445	1259	0.403523244217
chr1	56962784	56962784	57495633	532849	1259	0.405166557192
chr1	57495633	57495633	58038409	542776	1259	0.40682637621
chr1	58038409	58038409	58582444	544035	1259	0.407140336301
chr1	58582444	58582444	59142199	559755	1259	0.412040246107
chr1	59142199	59142199	59673985	531786	1259	0.422682389754
chr1	59673985	59673985	60243572	569587	1259	0.404859301811
chr1	60243572	60243572	60811670	568098	1259	0.377985175119
chr1	60811670	60811670	61369599	557929	1259	0.38462172674
chr1	61369599	61369599	61922977	553378	1259	0.401169903448
chr1	61922977	61922977	62435164	512187	1259	0.40467367451
chr1	62435164	62435164	62962552	527388	1259	0.431154233403
chr1	62962552	62962552	63543253	580701	1259	0.385717631419
chr1	63543253	63543253	64134230	590977	1259	0.392820037294
chr1	64134230	64134230	64654185	519955	1259	0.414669702821
chr1	64654185	64654185	65212776	558591	1259	0.405979677475
chr1	65212776	65212776	65769186	556410	1259	0.415755619497
chr1	65769186	65769186	66360639	591453	1259	0.381032168182
chr1	66360639	66360639	66934025	573386	1259	0.379954550766
chr1	66934025	66934025	67515827	581802	1259	0.373552559887
chr1	67515827	67515827	68083112	567285	1259	0.413036810357
chr1	68083112	68083112	68628859	545747	1259	0.406814133996
chr1	68628859	68628859	69215160	586301	1259	0.383331457167
chr1	69215160	69215160	69807206	592046	1259	0.374566546237
chr1	69807206	69807206	70400492	593286	1259	0.358076276743
chr1	70400492	70400492	70986614	586122	1259	0.372142024797
chr1	70986614	70986614	71584680	598066	1259	0.37761321056
chr1	71584680	71584680	72165817	581137	1259	0.362881105693
chr1	72165817	72165817	72771129	605312	1259	0.346172971669
chr1	72771129	72771129	73341048	569919	1259	0.351558113419
chr1	73341048	73341048	73941694	600646	1259	0.350072505149
chr1	73941694	73941694	74544791	603097	1259	0.354758264826
chr1	74544791	74544791	75135145	590354	1259	0.359820785798
chr1	75135145	75135145	75736367	601222	1259	0.373991014981
chr1	75736367	75736367	76358016	621649	1259	0.378586021073
chr1	76358016	76358016	76899409	541393	1259	0.387780433474
chr1	76899409	76899409	77484274	584865	1259	0.3840948183
chr1	77484274	77484274	78049714	565440	1259	0.385799756296
chr1	78049714	78049714	78634162	584448	1259	0.388990313954
chr1	78634162	78634162	79251824	617662	1259	0.373802542811
chr1	79251824	79251824	79843007	591183	1259	0.355654077242
chr1	79843007	79843007	80458985	615978	1259	0.35778005419
chr1	80458985	80458985	81042049	583064	1259	0.349461895329
chr1	81042049	81042049	81670160	628111	1259	0.355263074101
chr1	81670160	81670160	82244313	574153	1259	0.376001908896
chr1	82244313	82244313	82865569	621256	1259	0.364754038989
chr1	82865569	82865569	83464715	599146	1259	0.36001014776
chr1	83464715	83464715	84266183	801468	1259	0.375599056233
chr1	84266183	84266183	84854579	588396	1259	0.370402976222
chr1	84854579	84854579	85398429	543850	1259	0.398839020246
chr1	85398429	85398429	85970826	572397	1259	0.396486360889
chr1	85970826	85970826	86592518	621692	1259	0.375267213882
chr1	86592518	86592518	87203517	610999	1259	0.3798101473
chr1	87203517	87203517	87769466	565949	1259	0.399987631416
chr1	87769466	87769466	88314334	544868	1259	0.390044212462
chr1	88314334	88314334	88875229	560895	1259	0.37449901586
chr1	88875229	88875229	89465702	590473	1259	0.38050616962
chr1	89465702	89465702	90072391	606689	1259	0.39018938832
chr1	90072391	90072391	90660323	587932	1259	0.399375439038
chr1	90660323	90660323	91241188	580865	1259	0.385712023083
chr1	91241188	91241188	91846313	605125	1259	0.394853303279
chr1	91846313	91846313	92424116	577803	1259	0.415656520204
chr1	92424116	92424116	93009367	585251	1259	0.393832058669
chr1	93009367	93009367	93588681	579314	1259	0.393910048937
chr1	93588681	93588681	94170681	582000	1259	0.398568043698
chr1	94170681	94170681	94744538	573857	1259	0.422660309693
chr1	94744538	94744538	95326798	582260	1259	0.413081075325
chr1	95326798	95326798	95902042	575244	1259	0.401759250406
chr1	95902042	95902042	96473247	571205	1259	0.373023042475
chr1	96473247	96473247	97046141	572894	1259	0.374232625525
chr1	97046141	97046141	97630767	584626	1259	0.371498408387
chr1	97630767	97630767	98216314	585547	1259	0.350743235397
chr1	98216314	98216314	98807840	591526	1259	0.353114904307
chr1	98807840	98807840	99397066	589226	1259	0.364635361244
chr1	99397066	99397066	99961133	564067	1259	0.370834722055
chr1	99961133	99961133	100546141	585008	1259	0.384565023786
chr1	100546141	100546141	101155636	609495	1259	0.386407786105
chr1	101155636	101155636	101756965	601329	1259	0.376470490413
chr1	101756965	101756965	102336380	579415	1259	0.373301738302
chr1	102336380	102336380	102960092	623712	1259	0.346723573182
chr1	102960092	102960092	103589428	629336	1259	0.346515459921
chr1	103589428	103589428	104592917	1003489	1259	0.349345037704
chr1	104592917	104592917	105226764	633847	1259	0.354502972321
chr1	105226764	105226764	105884382	657618	1259	0.343823703391
chr1	105884382	105884382	106514744	630362	1259	0.344750564357
chr1	106514744	106514744	107139765	625021	1259	0.351434029522
chr1	107139765	107139765	107760517	620752	1259	0.363906416884
chr1	107760517	107760517	108312385	551868	1259	0.379108085433
chr1	108312385	108312385	109108285	795900	1259	0.394804127649
chr1	109108285	109108285	109675178	566893	1259	0.412823208572
chr1	109675178	109675178	110231502	556324	1259	0.461093785108
chr1	110231502	110231502	110798676	567174	1259	0.48224093093
chr1	110798676	110798676	111339749	541073	1259	0.444477095554
chr1	111339749	111339749	111936327	596578	1259	0.39209392218
chr1	111936327	111936327	112528386	592059	1259	0.435525115698
chr1	112528386	112528386	113098783	570397	1259	0.428863705693
chr1	113098783	113098783	113677573	578790	1259	0.440399038686
chr1	113677573	113677573	114269851	592278	1259	0.390344753064
chr1	114269851	114269851	114854945	585094	1259	0.426494842718
chr1	114854945	114854945	115430286	575341	1259	0.394262890594
chr1	115430286	115430286	115981213	550927	1259	0.404216158917
chr1	115981213	115981213	116531772	550559	1259	0.418274120895
chr1	116531772	116531772	117107429	575657	1259	0.419909043217
chr1	117107429	117107429	117690465	583036	1259	0.437406202351
chr1	117690465	117690465	118300436	609971	1259	0.410907385913
chr1	118300436	118300436	118879941	579505	1259	0.382981366888
chr1	118879941	118879941	119485937	605996	1259	0.373044751047
chr1	119485937	119485937	120073616	587679	1259	0.413354206371
chr1	120073616	120073616	121174370	1100754	1259	0.416772596322
chr1	121174370	121174370	145108852	23934482	1259	0.407295818238
chr1	145108852	145108852	146608213	1499361	1259	0.427294528822
chr1	146608213	146608213	147198641	590428	1259	0.406438369389
chr1	147198641	147198641	149240951	2042310	1259	0.417804544937
chr1	149240951	149240951	150338814	1097863	1259	0.428801829245
chr1	150338814	150338814	150908620	569806	1259	0.433980277533
chr1	150908620	150908620	151470227	561607	1259	0.467009016966
chr1	151470227	151470227	152062958	592731	1259	0.448018666109
chr1	152062958	152062958	152673564	610606	1259	0.412453509377
chr1	152673564	152673564	153249848	576284	1259	0.408152216351
chr1	153249848	153249848	153818006	568158	1259	0.474277446982
chr1	153818006	153818006	154370257	552251	1259	0.456507174261
chr1	154370257	154370257	154952043	581786	1259	0.476323809229
chr1	154952043	154952043	155509983	557940	1259	0.486800575688
chr1	155509983	155509983	156082486	572503	1259	0.466408968322
chr1	156082486	156082486	156658765	576279	1259	0.504740751024
chr1	156658765	156658765	157262104	603339	1259	0.478914045149
chr1	157262104	157262104	157832638	570534	1259	0.407699790547
chr1	157832638	157832638	158446651	614013	1259	0.416773884635
chr1	158446651	158446651	159050372	603721	1259	0.372987898404
chr1	159050372	159050372	159657363	606991	1259	0.388566900387
chr1	159657363	159657363	160216178	558815	1259	0.46343340205
chr1	160216178	160216178	160810940	594762	1259	0.426026837581
chr1	160810940	160810940	161370888	559948	1259	0.461091992306
chr1	161370888	161370888	162108897	738009	1259	0.429511795233
chr1	162108897	162108897	162671420	562523	1259	0.418296819336
chr1	162671420	162671420	163265632	594212	1259	0.38869227028
chr1	163265632	163265632	163856485	590853	1259	0.376754663589
chr1	163856485	163856485	164437232	580747	1259	0.370355128214
chr1	164437232	164437232	164968755	531523	1259	0.414047154973
chr1	164968755	164968755	165518933	550178	1259	0.422924175586
chr1	165518933	165518933	166097206	578273	1259	0.42309009224
chr1	166097206	166097206	166681673	584467	1259	0.39316267101
chr1	166681673	166681673	167244006	562333	1259	0.412861395541
chr1	167244006	167244006	167806354	562348	1259	0.427279145157
chr1	167806354	167806354	168369683	563329	1259	0.406527257558
chr1	168369683	168369683	168924009	554326	1259	0.396818123599
chr1	168924009	168924009	169517529	593520	1259	0.382443081205
chr1	169517529	169517529	170130470	612941	1259	0.379179432964
chr1	170130470	170130470	170734521	604051	1259	0.382427340693
chr1	170734521	170734521	171296486	561965	1259	0.381688571906
chr1	171296486	171296486	171852814	556328	1259	0.407417193783
chr1	171852814	171852814	172444887	592073	1259	0.376211419519
chr1	172444887	172444887	173033825	588938	1259	0.385494932412
chr1	173033825	173033825	173620294	586469	1259	0.394284447627
chr1	173620294	173620294	174245894	625600	1259	0.396561066878
chr1	174245894	174245894	174876296	630402	1259	0.378265966374
chr1	174876296	174876296	175428194	551898	1259	0.422356264461
chr1	175428194	175428194	175939969	511775	1259	0.433769852435
chr1	175939969	175939969	176560221	620252	1259	0.382418142274
chr1	176560221	176560221	177094002	533781	1259	0.404541554417
chr1	177094002	177094002	177688305	594303	1259	0.400217733685
chr1	177688305	177688305	178278863	590558	1259	0.402083449748
chr1	178278863	178278863	178855507	576644	1259	0.399014991893
chr1	178855507	178855507	179407621	552114	1259	0.418925405033
chr1	179407621	179407621	179999036	591415	1259	0.402517010023
chr1	179999036	179999036	180576304	577268	1259	0.415412918414
chr1	180576304	180576304	181153132	576828	1259	0.422459689093
chr1	181153132	181153132	181696049	542917	1259	0.435023336857
chr1	181696049	181696049	182224681	528632	1259	0.417734042332
chr1	182224681	182224681	182777767	553086	1259	0.427663279014
chr1	182777767	182777767	183332320	554553	1258	0.413155436621
chr1	183332320	183332320	183876081	543761	1258	0.403654540038
chr1	183876081	183876081	184413347	537266	1258	0.402200395706
chr1	184413347	184413347	184954374	541027	1258	0.396905520602
chr1	184954374	184954374	185554139	599765	1258	0.386175608487
chr1	185554139	185554139	186137132	582993	1258	0.364938575697
chr1	186137132	186137132	186736399	599267	1258	0.372147353104
chr1	186736399	186736399	187337469	601070	1258	0.357229012879
chr1	187337469	187337469	187937652	600183	1258	0.359919624648
chr1	187937652	187937652	188565778	628126	1258	0.341717518909
chr1	188565778	188565778	189184402	618624	1258	0.34243685593
chr1	189184402	189184402	189781620	597218	1258	0.340218579784
chr1	189781620	189781620	190377899	596279	1258	0.336070302542
chr1	190377899	190377899	190981017	603118	1258	0.336976616555
chr1	190981017	190981017	191574007	592990	1258	0.343079405927
chr1	191574007	191574007	192179165	605158	1258	0.345135741185
chr1	192179165	192179165	192759589	580424	1258	0.359026575354
chr1	192759589	192759589	193369828	610239	1258	0.374482170949
chr1	193369828	193369828	193957187	587359	1258	0.362111822392
chr1	193957187	193957187	194574394	617207	1258	0.348547005224
chr1	194574394	194574394	195205678	631284	1258	0.340215592007
chr1	195205678	195205678	195812104	606426	1258	0.339653412529
chr1	195812104	195812104	196431345	619241	1258	0.346904764212
chr1	196431345	196431345	197102353	671008	1258	0.352196468304
chr1	197102353	197102353	197695278	592925	1258	0.353747347898
chr1	197695278	197695278	198314955	619677	1258	0.375519221273
chr1	198314955	198314955	198892576	577621	1258	0.356567097514
chr1	198892576	198892576	199477563	584987	1258	0.357068862951
chr1	199477563	199477563	200057322	579759	1258	0.388376224645
chr1	200057322	200057322	200591707	534385	1258	0.40944747804
chr1	200591707	200591707	201137989	546282	1258	0.455728990285
chr1	201137989	201137989	201684353	546364	1258	0.498587940296
chr1	201684353	201684353	202205253	520900	1258	0.483212741001
chr1	202205253	202205253	202835420	630167	1258	0.440953840881
chr1	202835420	202835420	203392821	557401	1258	0.465308700005
chr1	203392821	203392821	203936220	543399	1258	0.456689363268
chr1	203936220	203936220	204466936	530716	1258	0.482059176548
chr1	204466936	204466936	205008349	541413	1258	0.469241652414
chr1	205008349	205008349	205556516	548167	1258	0.481471008888
chr1	205556516	205556516	206625285	1068769	1258	0.440874383756
chr1	206625285	206625285	207175191	549906	1258	0.461910832195
chr1	207175191	207175191	207797383	622192	1258	0.392537363808
chr1	207797383	207797383	208367848	570465	1258	0.441805471316
chr1	208367848	208367848	208935589	567741	1258	0.417746088892
chr1	208935589	208935589	209494015	558426	1258	0.402570076304
chr1	209494015	209494015	210026765	532750	1258	0.436826960437
chr1	210026765	210026765	210612303	585538	1258	0.400420808862
chr1	210612303	210612303	211155250	542947	1258	0.418889101719
chr1	211155250	211155250	211724270	569020	1258	0.418383504299
chr1	211724270	211724270	212292259	567989	1258	0.416628813888
chr1	212292259	212292259	212851448	559189	1258	0.440742860209
chr1	212851448	212851448	213431562	580114	1258	0.409068891513
chr1	213431562	213431562	213994885	563323	1258	0.418746582784
chr1	213994885	213994885	214555154	560269	1258	0.411637246328
chr1	214555154	214555154	215105035	549881	1258	0.396841504177
chr1	215105035	215105035	215665771	560736	1258	0.369738397859
chr1	215665771	215665771	216263685	597914	1258	0.368166043668
chr1	216263685	216263685	216841112	577427	1258	0.361042415678
chr1	216841112	216841112	217394494	553382	1258	0.384308878299
chr1	217394494	217394494	217978578	584084	1258	0.37135519659
chr1	217978578	217978578	218578993	600415	1258	0.380860936417
chr1	218578993	218578993	219159757	580764	1258	0.385713670762
chr1	219159757	219159757	219727397	567640	1258	0.370635665852
chr1	219727397	219727397	220332463	605066	1258	0.394662078745
chr1	220332463	220332463	220902361	569898	1258	0.396747493854
chr1	220902361	220902361	221481701	579340	1258	0.399766286177
chr1	221481701	221481701	222041008	559307	1258	0.390132091799
chr1	222041008	222041008	222587245	546237	1258	0.402740197496
chr1	222587245	222587245	223215566	628321	1258	0.403065625587
chr1	223215566	223215566	223825090	609524	1258	0.453625843349
chr1	223825090	223825090	224490702	665612	1258	0.431074813743
chr1	224490702	224490702	225012871	522169	1258	0.431200566865
chr1	225012871	225012871	225625186	612315	1258	0.383509495097
chr1	225625186	225625186	226177813	552627	1258	0.451263779613
chr1	226177813	226177813	226744282	566469	1258	0.451670874009
chr1	226744282	226744282	227283442	539160	1258	0.457186257908
chr1	227283442	227283442	227895850	612408	1258	0.403958792245
chr1	227895850	227895850	228443783	547933	1258	0.507192472086
chr1	228443783	228443783	229056283	612500	1258	0.490276750569
chr1	229056283	229056283	229592944	536661	1258	0.449862296939
chr1	229592944	229592944	230127016	534072	1258	0.424400784162
chr1	230127016	230127016	230653517	526501	1258	0.456731408428
chr1	230653517	230653517	231206983	553466	1258	0.435727875375
chr1	231206983	231206983	231762616	555633	1258	0.422198785531
chr1	231762616	231762616	232310733	548117	1258	0.417304303088
chr1	232310733	232310733	232855430	544697	1258	0.421055337086
chr1	232855430	232855430	233411298	555868	1258	0.412640388293
chr1	233411298	233411298	233968624	557326	1258	0.402018922464
chr1	233968624	233968624	234496087	527463	1258	0.416398085936
chr1	234496087	234496087	235074188	578101	1258	0.444385246894
chr1	235074188	235074188	235689934	615746	1258	0.428560823124
chr1	235689934	235689934	236230522	540588	1258	0.4245443396
chr1	236230522	236230522	236792469	561947	1258	0.429135791924
chr1	236792469	236792469	237356867	564398	1258	0.42266552563
chr1	237356867	237356867	237912013	555146	1258	0.375579801386
chr1	237912013	237912013	238480878	568865	1258	0.389381682154
chr1	238480878	238480878	239047717	566839	1258	0.36241267377
chr1	239047717	239047717	239643559	595842	1258	0.36971484099
chr1	239643559	239643559	240204100	560541	1258	0.391754765923
chr1	240204100	240204100	240759456	555356	1258	0.396919459015
chr1	240759456	240759456	241292453	532997	1258	0.396892671267
chr1	241292453	241292453	241868013	575560	1258	0.393516933913
chr1	241868013	241868013	242402038	534025	1258	0.415307494392
chr1	242402038	242402038	243021178	619140	1258	0.398773461942
chr1	243021178	243021178	243784161	762983	1258	0.399148606
chr1	243784161	243784161	244343019	558858	1258	0.40010270927
chr1	244343019	244343019	244922023	579004	1258	0.421457500367
chr1	244922023	244922023	245471774	549751	1258	0.436731471645
chr1	245471774	245471774	246027372	555598	1258	0.442369406712
chr1	246027372	246027372	246603962	576590	1258	0.401346881932
chr1	246603962	246603962	247210804	606842	1258	0.427196161116
chr1	247210804	247210804	247757910	547106	1258	0.433014017368
chr1	247757910	247757910	248370285	612375	1258	0.379425385711
chr1	248370285	248370285	249250621	880336	1258	0.398266919882
chr2	0	249250621	565324	565324	1259	0.432238779093
chr2	565324	249815945	1131224	565900	1259	0.44554966328
chr2	1131224	250381845	1731126	599902	1259	0.47070443055
chr2	1731126	250981747	2273690	542564	1259	0.454465363597
chr2	2273690	251524311	2832163	558473	1259	0.448669051737
chr2	2832163	252082784	3400660	568497	1259	0.46730155603
chr2	3400660	252651281	4007844	607184	1259	0.461283056794
chr2	4007844	253258465	4565300	557456	1259	0.392080465399
chr2	4565300	253815921	5225385	660085	1259	0.380918287549
chr2	5225385	254476006	5787747	562362	1259	0.395817292389
chr2	5787747	255038368	6341698	553951	1259	0.409302611057
chr2	6341698	255592319	6879381	537683	1259	0.392976171878
chr2	6879381	256130002	7419975	540594	1259	0.426994330321
chr2	7419975	256670596	7960922	540947	1259	0.400532028957
chr2	7960922	257211543	8512705	551783	1259	0.423725588274
chr2	8512705	257763326	9067978	555273	1259	0.447353918966
chr2	9067978	258318599	9631048	563070	1259	0.445682693657
chr2	9631048	258881669	10189425	558377	1259	0.453986367658
chr2	10189425	259440046	10750340	560915	1259	0.502205321296
chr2	10750340	260000961	11290602	540262	1259	0.466483916167
chr2	11290602	260541223	11852879	562277	1259	0.437493553011
chr2	11852879	261103500	12366161	513282	1259	0.434378305925
chr2	12366161	261616782	12939009	572848	1259	0.402163571901
chr2	12939009	262189630	13509504	570495	1259	0.368896539152
chr2	13509504	262760125	14127549	618045	1259	0.353609601874
chr2	14127549	263378170	14708467	580918	1259	0.36862970569
chr2	14708467	263959088	15264618	556151	1259	0.400608107136
chr2	15264618	264515239	15823921	559303	1259	0.397617395906
chr2	15823921	265074542	16402605	578684	1259	0.462808666786
chr2	16402605	265653226	16961526	558921	1259	0.420055034513
chr2	16961526	266212147	17504443	542917	1259	0.383947483782
chr2	17504443	266755064	18096216	591773	1259	0.389895466851
chr2	18096216	267346837	18678261	582045	1259	0.395092484099
chr2	18678261	267928882	19262157	583896	1259	0.38491035234
chr2	19262157	268512778	19876492	614335	1259	0.40185989426
chr2	19876492	269127113	20434763	558271	1259	0.453379356299
chr2	20434763	269685384	20979215	544452	1258	0.450018642564
chr2	20979215	270229836	21575900	596685	1258	0.40539212085
chr2	21575900	270826521	22150016	574116	1258	0.381861188573
chr2	22150016	271400637	22723011	572995	1258	0.366421406083
chr2	22723011	271973632	23275024	552013	1258	0.388702098135
chr2	23275024	272525645	23814383	539359	1258	0.455152402848
chr2	23814383	273065004	24381929	567546	1258	0.437933774648
chr2	24381929	273632550	24937339	555410	1258	0.397799107328
chr2	24937339	274187960	25492374	555035	1258	0.468865082625
chr2	25492374	274742995	26061853	569479	1258	0.437039053171
chr2	26061853	275312474	26596902	535049	1258	0.442824035137
chr2	26596902	275847523	27123409	526507	1258	0.484758066354
chr2	27123409	276374030	27690454	567045	1258	0.487219731733
chr2	27690454	276941075	28264576	574122	1258	0.412345438173
chr2	28264576	277515197	28805812	541236	1258	0.441723311599
chr2	28805812	278056433	29358077	552265	1258	0.443224822821
chr2	29358077	278608698	29872600	514523	1258	0.433750417862
chr2	29872600	279123221	30414417	541817	1258	0.42440819611
chr2	30414417	279665038	30970285	555868	1258	0.427724877624
chr2	30970285	280220906	31513718	543433	1258	0.452514932816
chr2	31513718	280764339	32107259	593541	1258	0.400320911375
chr2	32107259	281357880	32698368	591109	1258	0.403867300502
chr2	32698368	281948989	33249084	550716	1258	0.400064149644
chr2	33249084	282499705	33801581	552497	1258	0.401858468266
chr2	33801581	283052202	34355143	553562	1258	0.394983046193
chr2	34355143	283605764	34939336	584193	1258	0.374334553248
chr2	34939336	284189957	35533228	593892	1258	0.352029742731
chr2	35533228	284783849	36146917	613689	1258	0.362067167462
chr2	36146917	285397538	36733375	586458	1258	0.384562262665
chr2	36733375	285983996	37321155	587780	1258	0.399417470112
chr2	37321155	286571776	37888922	567767	1258	0.397968888701
chr2	37888922	287139543	38465152	576230	1258	0.411805335013
chr2	38465152	287715773	39028123	562971	1258	0.431527678108
chr2	39028123	288278744	39584313	556190	1258	0.393265982369
chr2	39584313	288834934	40166185	581872	1258	0.397389120994
chr2	40166185	289416806	40729790	563605	1258	0.38312225207
chr2	40729790	289980411	41324422	594632	1258	0.348445175428
chr2	41324422	290575043	41922426	598004	1258	0.366105634568
chr2	41922426	291173047	42479602	557176	1258	0.432035062467
chr2	42479602	291730223	43042573	562971	1258	0.428761998821
chr2	43042573	292293194	43580747	538174	1258	0.487335903749
chr2	43580747	292831368	44174126	593379	1258	0.393479726314
chr2	44174126	293424747	44738043	563917	1258	0.398295496863
chr2	44738043	293988664	45325136	587093	1258	0.429883459889
chr2	45325136	294575757	45881465	556329	1258	0.407500943685
chr2	45881465	295132086	46410096	528631	1258	0.443923182857
chr2	46410096	295660717	46978802	568706	1258	0.426943927189
chr2	46978802	296229423	47525326	546524	1258	0.466328164311
chr2	47525326	296775947	48063657	538331	1258	0.449826501118
chr2	48063657	297314278	48637616	573959	1258	0.395773224615
chr2	48637616	297888237	49206824	569208	1258	0.411383165059
chr2	49206824	298457445	49806287	599463	1258	0.377630683411
chr2	49806287	299056908	50401528	595241	1258	0.363317776635
chr2	50401528	299652149	50986154	584626	1258	0.359256414774
chr2	50986154	300236775	51595932	609778	1258	0.356360255109
chr2	51595932	300846553	52220970	625038	1258	0.349808571945
chr2	52220970	301471591	52845315	624345	1258	0.358504739359
chr2	52845315	302095936	53420256	574941	1258	0.36291660724
chr2	53420256	302670877	53987236	566980	1258	0.386166379473
chr2	53987236	303237857	54537918	550682	1258	0.398575950229
chr2	54537918	303788539	55112039	574121	1258	0.411750464187
chr2	55112039	304362660	55689934	577895	1258	0.399087379044
